Game 1 | Country 1 | 1.1.1.1 | 1.0.1.1
Game 35 | Country 9 | 1.1.35.9 | 1.0.35.9
Game 35 | Country 10 | 1.1.35.10 | 1.0.35.10
Game 35 | Country 11 | 1.1.35.11 | 1.0.35.11
Game 35 | Country 12 | 1.1.35.12 | 1.0.35.12
Game 35 | Country 13 | 1.1.35.13 | 1.0.35.13
Game 36 | Country 1 | 1.1.36.1 | 1.0.36.1
Game 36 | Country 2 | 1.1.36.2 | 1.0.36.2
Game 36 | Country 3 | 1.1.36.3 | 1.0.36.3
Game 36 | Country 4 | 1.1.36.4 | 1.0.36.4
Game 36 | Country 5 | 1.1.36.5 | 1.0.36.5
Game 36 | Country 6 | 1.1.36.6 | 1.0.36.6
Game 36 | Country 7 | 1.1.36.7 | 1.0.36.7
Game 36 | Country 8 | 1.1.36.8 | 1.0.36.8
Game 36 | Country 9 | 1.1.36.9 | 1.0.36.9
Game 36 | Country 10 | 1.1.36.10 | 1.0.36.10
Game 36 | Country 11 | 1.1.36.11 | 1.0.36.11
Game 36 | Country 12 | 1.1.36.12 | 1.0.36.12
Game 36 | Country 13 | 1.1.36.13 | 1.0.36.13
Game 37 | Country 1 | 1.1.37.1 | 1.0.37.1
Game 37 | Country 2 | 1.1.37.2 | 1.0.37.2
Game 37 | Country 3 | 1.1.37.3 | 1.0.37.3
Game 37 | Country 4 | 1.1.37.4 | 1.0.37.4
Game 37 | Country 5 | 1.1.37.5 | 1.0.37.5
Game 37 | Country 6 | 1.1.37.6 | 1.0.37.6
Game 37 | Country 7 | 1.1.37.7 | 1.0.37.7
Game 37 | Country 8 | 1.1.37.8 | 1.0.37.8
Game 37 | Country 9 | 1.1.37.9 | 1.0.37.9
Game 37 | Country 10 | 1.1.37.10 | 1.0.37.10
Game 37 | Country 11 | 1.1.37.11 | 1.0.37.11
Game 37 | Country 12 | 1.1.37.12 | 1.0.37.12
Game 37 | Country 13 | 1.1.37.13 | 1.0.37.13
Game 38 | Country 1 | 1.1.38.1 | 1.0.38.1
Game 38 | Country 2 | 1.1.38.2 | 1.0.38.2
Game 38 | Country 3 | 1.1.38.3 | 1.0.38.3
Game 38 | Country 4 | 1.1.38.4 | 1.0.38.4
Game 38 | Country 5 | 1.1.38.5 | 1.0.38.5
Game 38 | Country 6 | 1.1.38.6 | 1.0.38.6
Game 38 | Country 7 | 1.1.38.7 | 1.0.38.7
Game 38 | Country 8 | 1.1.38.8 | 1.0.38.8
Game 38 | Country 9 | 1.1.38.9 | 1.0.38.9
Game 38 | Country 10 | 1.1.38.10 | 1.0.38.10
Game 38 | Country 11 | 1.1.38.11 | 1.0.38.11
Game 38 | Country 12 | 1.1.38.12 | 1.0.38.12
Game 38 | Country 13 | 1.1.38.13 | 1.0.38.13
Game 39 | Country 1 | 1.1.39.1 | 1.0.39.1
Game 39 | Country 2 | 1.1.39.2 | 1.0.39.2
Game 39 | Country 3 | 1.1.39.3 | 1.0.39.3
Game 39 | Country 4 | 1.1.39.4 | 1.0.39.4
Game 39 | Country 5 | 1.1.39.5 | 1.0.39.5
Game 39 | Country 6 | 1.1.39.6 | 1.0.39.6
Game 39 | Country 7 | 1.1.39.7 | 1.0.39.7
Game 39 | Country 8 | 1.1.39.8 | 1.0.39.8
Game 39 | Country 9 | 1.1.39.9 | 1.0.39.9
Game 39 | Country 10 | 1.1.39.10 | 1.0.39.10
Game 39 | Country 11 | 1.1.39.11 | 1.0.39.11
Game 39 | Country 12 | 1.1.39.12 | 1.0.39.12
Game 39 | Country 13 | 1.1.39.13 | 1.0.39.13
Game 40 | Country 1 | 1.1.40.1 | 1.0.40.1
Game 40 | Country 2 | 1.1.40.2 | 1.0.40.2
Game 40 | Country 3 | 1.1.40.3 | 1.0.40.3
Game 40 | Country 4 | 1.1.40.4 | 1.0.40.4
Game 40 | Country 5 | 1.1.40.5 | 1.0.40.5
Game 40 | Country 6 | 1.1.40.6 | 1.0.40.6
Game 40 | Country 7 | 1.1.40.7 | 1.0.40.7
Game 40 | Country 8 | 1.1.40.8 | 1.0.40.8
Game 40 | Country 9 | 1.1.40.9 | 1.0.40.9
Game 40 | Country 10 | 1.1.40.10 | 1.0.40.10
Game 40 | Country 11 | 1.1.40.11 | 1.0.40.11
Game 40 | Country 12 | 1.1.40.12 | 1.0.40.12
Game 40 | Country 13 | 1.1.40.13 | 1.0.40.13
Game 41 | Country 1 | 1.1.41.1 | 1.0.41.1
Game 41 | Country 2 | 1.1.41.2 | 1.0.41.2
Game 41 | Country 3 | 1.1.41.3 | 1.0.41.3
Game 41 | Country 4 | 1.1.41.4 | 1.0.41.4
Game 41 | Country 5 | 1.1.41.5 | 1.0.41.5
Game 41 | Country 6 | 1.1.41.6 | 1.0.41.6
Game 41 | Country 7 | 1.1.41.7 | 1.0.41.7
Game 41 | Country 8 | 1.1.41.8 | 1.0.41.8
Game 41 | Country 9 | 1.1.41.9 | 1.0.41.9
Game 41 | Country 10 | 1.1.41.10 | 1.0.41.10
Game 41 | Country 11 | 1.1.41.11 | 1.0.41.11
Game 41 | Country 12 | 1.1.41.12 | 1.0.41.12
Game 41 | Country 13 | 1.1.41.13 | 1.0.41.13
Game 42 | Country 1 | 1.1.42.1 | 1.0.42.1
Game 42 | Country 2 | 1.1.42.2 | 1.0.42.2
Game 42 | Country 3 | 1.1.42.3 | 1.0.42.3
Game 42 | Country 4 | 1.1.42.4 | 1.0.42.4
Game 42 | Country 5 | 1.1.42.5 | 1.0.42.5
Game 42 | Country 6 | 1.1.42.6 | 1.0.42.6
Game 42 | Country 7 | 1.1.42.7 | 1.0.42.7
Game 42 | Country 8 | 1.1.42.8 | 1.0.42.8
Game 42 | Country 9 | 1.1.42.9 | 1.0.42.9
Game 42 | Country 10 | 1.1.42.10 | 1.0.42.10
Game 42 | Country 11 | 1.1.42.11 | 1.0.42.11
Game 42 | Country 12 | 1.1.42.12 | 1.0.42.12
Game 42 | Country 13 | 1.1.42.13 | 1.0.42.13
Game 43 | Country 1 | 1.1.43.1 | 1.0.43.1
Game 43 | Country 2 | 1.1.43.2 | 1.0.43.2
Game 43 | Country 3 | 1.1.43.3 | 1.0.43.3
Game 43 | Country 4 | 1.1.43.4 | 1.0.43.4
Game 43 | Country 5 | 1.1.43.5 | 1.0.43.5
Game 43 | Country 6 | 1.1.43.6 | 1.0.43.6
Game 43 | Country 7 | 1.1.43.7 | 1.0.43.7
Game 43 | Country 8 | 1.1.43.8 | 1.0.43.8
Game 43 | Country 9 | 1.1.43.9 | 1.0.43.9
Game 43 | Country 10 | 1.1.43.10 | 1.0.43.10
Game 43 | Country 11 | 1.1.43.11 | 1.0.43.11
Game 43 | Country 12 | 1.1.43.12 | 1.0.43.12
Game 43 | Country 13 | 1.1.43.13 | 1.0.43.13
Game 44 | Country 1 | 1.1.44.1 | 1.0.44.1
Game 44 | Country 2 | 1.1.44.2 | 1.0.44.2
Game 44 | Country 3 | 1.1.44.3 | 1.0.44.3
Game 44 | Country 4 | 1.1.44.4 | 1.0.44.4
Game 44 | Country 5 | 1.1.44.5 | 1.0.44.5
Game 44 | Country 6 | 1.1.44.6 | 1.0.44.6
Game 44 | Country 7 | 1.1.44.7 | 1.0.44.7
Game 44 | Country 8 | 1.1.44.8 | 1.0.44.8
Game 44 | Country 9 | 1.1.44.9 | 1.0.44.9
Game 44 | Country 10 | 1.1.44.10 | 1.0.44.10
Game 44 | Country 11 | 1.1.44.11 | 1.0.44.11
Game 44 | Country 12 | 1.1.44.12 | 1.0.44.12
Game 44 | Country 13 | 1.1.44.13 | 1.0.44.13
Game 45 | Country 1 | 1.1.45.1 | 1.0.45.1
Game 45 | Country 2 | 1.1.45.2 | 1.0.45.2
Game 45 | Country 3 | 1.1.45.3 | 1.0.45.3
Game 45 | Country 4 | 1.1.45.4 | 1.0.45.4
Game 45 | Country 5 | 1.1.45.5 | 1.0.45.5
Game 45 | Country 6 | 1.1.45.6 | 1.0.45.6
Game 45 | Country 7 | 1.1.45.7 | 1.0.45.7
Game 45 | Country 8 | 1.1.45.8 | 1.0.45.8
Game 45 | Country 9 | 1.1.45.9 | 1.0.45.9
Game 45 | Country 10 | 1.1.45.10 | 1.0.45.10
Game 45 | Country 11 | 1.1.45.11 | 1.0.45.11
Game 45 | Country 12 | 1.1.45.12 | 1.0.45.12
Game 45 | Country 13 | 1.1.45.13 | 1.0.45.13
Game 46 | Country 1 | 1.1.46.1 | 1.0.46.1
Game 46 | Country 2 | 1.1.46.2 | 1.0.46.2
Game 46 | Country 3 | 1.1.46.3 | 1.0.46.3
Game 46 | Country 4 | 1.1.46.4 | 1.0.46.4
Game 46 | Country 5 | 1.1.46.5 | 1.0.46.5
Game 46 | Country 6 | 1.1.46.6 | 1.0.46.6
Game 46 | Country 7 | 1.1.46.7 | 1.0.46.7
Game 46 | Country 8 | 1.1.46.8 | 1.0.46.8
Game 46 | Country 9 | 1.1.46.9 | 1.0.46.9
Game 46 | Country 10 | 1.1.46.10 | 1.0.46.10
Game 46 | Country 11 | 1.1.46.11 | 1.0.46.11
Game 46 | Country 12 | 1.1.46.12 | 1.0.46.12
Game 46 | Country 13 | 1.1.46.13 | 1.0.46.13
Game 47 | Country 1 | 1.1.47.1 | 1.0.47.1
Game 47 | Country 2 | 1.1.47.2 | 1.0.47.2
Game 47 | Country 3 | 1.1.47.3 | 1.0.47.3
Game 47 | Country 4 | 1.1.47.4 | 1.0.47.4
Game 47 | Country 5 | 1.1.47.5 | 1.0.47.5
Game 47 | Country 6 | 1.1.47.6 | 1.0.47.6
Game 47 | Country 7 | 1.1.47.7 | 1.0.47.7
Game 47 | Country 8 | 1.1.47.8 | 1.0.47.8
Game 47 | Country 9 | 1.1.47.9 | 1.0.47.9
Game 47 | Country 10 | 1.1.47.10 | 1.0.47.10
Game 47 | Country 11 | 1.1.47.11 | 1.0.47.11
Game 47 | Country 12 | 1.1.47.12 | 1.0.47.12
Game 47 | Country 13 | 1.1.47.13 | 1.0.47.13
Game 48 | Country 1 | 1.1.48.1 | 1.0.48.1
Game 48 | Country 2 | 1.1.48.2 | 1.0.48.2
Game 48 | Country 3 | 1.1.48.3 | 1.0.48.3
Game 48 | Country 4 | 1.1.48.4 | 1.0.48.4
Game 48 | Country 5 | 1.1.48.5 | 1.0.48.5
Game 48 | Country 6 | 1.1.48.6 | 1.0.48.6
Game 48 | Country 7 | 1.1.48.7 | 1.0.48.7
Game 48 | Country 8 | 1.1.48.8 | 1.0.48.8
Game 48 | Country 9 | 1.1.48.9 | 1.0.48.9
Game 48 | Country 10 | 1.1.48.10 | 1.0.48.10
Game 48 | Country 11 | 1.1.48.11 | 1.0.48.11
Game 48 | Country 12 | 1.1.48.12 | 1.0.48.12
Game 48 | Country 13 | 1.1.48.13 | 1.0.48.13
Game 49 | Country 1 | 1.1.49.1 | 1.0.49.1
Game 49 | Country 2 | 1.1.49.2 | 1.0.49.2
Game 49 | Country 3 | 1.1.49.3 | 1.0.49.3
Game 49 | Country 4 | 1.1.49.4 | 1.0.49.4
Game 49 | Country 5 | 1.1.49.5 | 1.0.49.5
Game 49 | Country 6 | 1.1.49.6 | 1.0.49.6
Game 49 | Country 7 | 1.1.49.7 | 1.0.49.7
Game 49 | Country 8 | 1.1.49.8 | 1.0.49.8
Game 49 | Country 9 | 1.1.49.9 | 1.0.49.9
Game 49 | Country 10 | 1.1.49.10 | 1.0.49.10
Game 49 | Country 11 | 1.1.49.11 | 1.0.49.11
Game 49 | Country 12 | 1.1.49.12 | 1.0.49.12
Game 49 | Country 13 | 1.1.49.13 | 1.0.49.13
Game 50 | Country 1 | 1.1.50.1 | 1.0.50.1
Game 50 | Country 2 | 1.1.50.2 | 1.0.50.2
Game 50 | Country 3 | 1.1.50.3 | 1.0.50.3
Game 50 | Country 4 | 1.1.50.4 | 1.0.50.4
Game 50 | Country 5 | 1.1.50.5 | 1.0.50.5
Game 50 | Country 6 | 1.1.50.6 | 1.0.50.6
Game 50 | Country 7 | 1.1.50.7 | 1.0.50.7
Game 50 | Country 8 | 1.1.50.8 | 1.0.50.8
Game 50 | Country 9 | 1.1.50.9 | 1.0.50.9
Game 50 | Country 10 | 1.1.50.10 | 1.0.50.10
Game 50 | Country 11 | 1.1.50.11 | 1.0.50.11
Game 50 | Country 12 | 1.1.50.12 | 1.0.50.12
Game 50 | Country 13 | 1.1.50.13 | 1.0.50.13
Game 51 | Country 1 | 1.1.51.1 | 1.0.51.1
Game 51 | Country 2 | 1.1.51.2 | 1.0.51.2
Game 51 | Country 3 | 1.1.51.3 | 1.0.51.3
Game 51 | Country 4 | 1.1.51.4 | 1.0.51.4
Game 51 | Country 5 | 1.1.51.5 | 1.0.51.5
Game 51 | Country 6 | 1.1.51.6 | 1.0.51.6
Game 51 | Country 7 | 1.1.51.7 | 1.0.51.7
Game 51 | Country 8 | 1.1.51.8 | 1.0.51.8
Game 51 | Country 9 | 1.1.51.9 | 1.0.51.9
Game 51 | Country 10 | 1.1.51.10 | 1.0.51.10
Game 51 | Country 11 | 1.1.51.11 | 1.0.51.11
Game 51 | Country 12 | 1.1.51.12 | 1.0.51.12
Game 51 | Country 13 | 1.1.51.13 | 1.0.51.13
Game 52 | Country 1 | 1.1.52.1 | 1.0.52.1
Game 52 | Country 2 | 1.1.52.2 | 1.0.52.2
Game 52 | Country 3 | 1.1.52.3 | 1.0.52.3
Game 52 | Country 4 | 1.1.52.4 | 1.0.52.4
Game 52 | Country 5 | 1.1.52.5 | 1.0.52.5
Game 52 | Country 6 | 1.1.52.6 | 1.0.52.6
Game 52 | Country 7 | 1.1.52.7 | 1.0.52.7
Game 52 | Country 8 | 1.1.52.8 | 1.0.52.8
Game 52 | Country 9 | 1.1.52.9 | 1.0.52.9
Game 52 | Country 10 | 1.1.52.10 | 1.0.52.10
Game 52 | Country 11 | 1.1.52.11 | 1.0.52.11
Game 52 | Country 12 | 1.1.52.12 | 1.0.52.12
Game 52 | Country 13 | 1.1.52.13 | 1.0.52.13
Game 53 | Country 1 | 1.1.53.1 | 1.0.53.1
Game 53 | Country 2 | 1.1.53.2 | 1.0.53.2
Game 53 | Country 3 | 1.1.53.3 | 1.0.53.3
Game 53 | Country 4 | 1.1.53.4 | 1.0.53.4
Game 53 | Country 5 | 1.1.53.5 | 1.0.53.5
Game 53 | Country 6 | 1.1.53.6 | 1.0.53.6
Game 53 | Country 7 | 1.1.53.7 | 1.0.53.7
Game 53 | Country 8 | 1.1.53.8 | 1.0.53.8
Game 53 | Country 9 | 1.1.53.9 | 1.0.53.9
Game 53 | Country 10 | 1.1.53.10 | 1.0.53.10
Game 53 | Country 11 | 1.1.53.11 | 1.0.53.11
Game 53 | Country 12 | 1.1.53.12 | 1.0.53.12
Game 53 | Country 13 | 1.1.53.13 | 1.0.53.13
Game 54 | Country 1 | 1.1.54.1 | 1.0.54.1
Game 54 | Country 2 | 1.1.54.2 | 1.0.54.2
Game 54 | Country 3 | 1.1.54.3 | 1.0.54.3
Game 54 | Country 4 | 1.1.54.4 | 1.0.54.4
Game 54 | Country 5 | 1.1.54.5 | 1.0.54.5
Game 54 | Country 6 | 1.1.54.6 | 1.0.54.6
Game 54 | Country 7 | 1.1.54.7 | 1.0.54.7
Game 54 | Country 8 | 1.1.54.8 | 1.0.54.8
Game 54 | Country 9 | 1.1.54.9 | 1.0.54.9
Game 54 | Country 10 | 1.1.54.10 | 1.0.54.10
Game 54 | Country 11 | 1.1.54.11 | 1.0.54.11
Game 54 | Country 12 | 1.1.54.12 | 1.0.54.12
Game 54 | Country 13 | 1.1.54.13 | 1.0.54.13
Game 55 | Country 1 | 1.1.55.1 | 1.0.55.1
Game 55 | Country 2 | 1.1.55.2 | 1.0.55.2
Game 55 | Country 3 | 1.1.55.3 | 1.0.55.3
Game 55 | Country 4 | 1.1.55.4 | 1.0.55.4
Game 55 | Country 5 | 1.1.55.5 | 1.0.55.5
Game 55 | Country 6 | 1.1.55.6 | 1.0.55.6
Game 55 | Country 7 | 1.1.55.7 | 1.0.55.7
Game 55 | Country 8 | 1.1.55.8 | 1.0.55.8
Game 55 | Country 9 | 1.1.55.9 | 1.0.55.9
Game 55 | Country 10 | 1.1.55.10 | 1.0.55.10
Game 55 | Country 11 | 1.1.55.11 | 1.0.55.11
Game 55 | Country 12 | 1.1.55.12 | 1.0.55.12
Game 55 | Country 13 | 1.1.55.13 | 1.0.55.13
Game 56 | Country 1 | 1.1.56.1 | 1.0.56.1
Game 56 | Country 2 | 1.1.56.2 | 1.0.56.2
Game 56 | Country 3 | 1.1.56.3 | 1.0.56.3
Game 56 | Country 4 | 1.1.56.4 | 1.0.56.4
Game 56 | Country 5 | 1.1.56.5 | 1.0.56.5
Game 56 | Country 6 | 1.1.56.6 | 1.0.56.6
Game 56 | Country 7 | 1.1.56.7 | 1.0.56.7
Game 56 | Country 8 | 1.1.56.8 | 1.0.56.8
Game 56 | Country 9 | 1.1.56.9 | 1.0.56.9
Game 56 | Country 10 | 1.1.56.10 | 1.0.56.10
Game 56 | Country 11 | 1.1.56.11 | 1.0.56.11
Game 56 | Country 12 | 1.1.56.12 | 1.0.56.12
Game 56 | Country 13 | 1.1.56.13 | 1.0.56.13
Game 57 | Country 1 | 1.1.57.1 | 1.0.57.1
Game 57 | Country 2 | 1.1.57.2 | 1.0.57.2
Game 57 | Country 3 | 1.1.57.3 | 1.0.57.3
Game 57 | Country 4 | 1.1.57.4 | 1.0.57.4
Game 57 | Country 5 | 1.1.57.5 | 1.0.57.5
Game 57 | Country 6 | 1.1.57.6 | 1.0.57.6
Game 57 | Country 7 | 1.1.57.7 | 1.0.57.7
Game 57 | Country 8 | 1.1.57.8 | 1.0.57.8
Game 57 | Country 9 | 1.1.57.9 | 1.0.57.9
Game 57 | Country 10 | 1.1.57.10 | 1.0.57.10
Game 57 | Country 11 | 1.1.57.11 | 1.0.57.11
Game 57 | Country 12 | 1.1.57.12 | 1.0.57.12
Game 57 | Country 13 | 1.1.57.13 | 1.0.57.13
Game 58 | Country 1 | 1.1.58.1 | 1.0.58.1
Game 58 | Country 2 | 1.1.58.2 | 1.0.58.2
Game 58 | Country 3 | 1.1.58.3 | 1.0.58.3
Game 58 | Country 4 | 1.1.58.4 | 1.0.58.4
Game 58 | Country 5 | 1.1.58.5 | 1.0.58.5
Game 58 | Country 6 | 1.1.58.6 | 1.0.58.6
Game 58 | Country 7 | 1.1.58.7 | 1.0.58.7
Game 58 | Country 8 | 1.1.58.8 | 1.0.58.8
Game 58 | Country 9 | 1.1.58.9 | 1.0.58.9
Game 58 | Country 10 | 1.1.58.10 | 1.0.58.10
Game 58 | Country 11 | 1.1.58.11 | 1.0.58.11
Game 58 | Country 12 | 1.1.58.12 | 1.0.58.12
Game 58 | Country 13 | 1.1.58.13 | 1.0.58.13
Game 59 | Country 1 | 1.1.59.1 | 1.0.59.1
Game 59 | Country 2 | 1.1.59.2 | 1.0.59.2
Game 59 | Country 3 | 1.1.59.3 | 1.0.59.3
Game 59 | Country 4 | 1.1.59.4 | 1.0.59.4
Game 59 | Country 5 | 1.1.59.5 | 1.0.59.5
Game 59 | Country 6 | 1.1.59.6 | 1.0.59.6
Game 59 | Country 7 | 1.1.59.7 | 1.0.59.7
Game 59 | Country 8 | 1.1.59.8 | 1.0.59.8
Game 59 | Country 9 | 1.1.59.9 | 1.0.59.9
Game 59 | Country 10 | 1.1.59.10 | 1.0.59.10
Game 59 | Country 11 | 1.1.59.11 | 1.0.59.11
Game 59 | Country 12 | 1.1.59.12 | 1.0.59.12
Game 59 | Country 13 | 1.1.59.13 | 1.0.59.13
Game 60 | Country 1 | 1.1.60.1 | 1.0.60.1
Game 60 | Country 2 | 1.1.60.2 | 1.0.60.2
Game 60 | Country 3 | 1.1.60.3 | 1.0.60.3
Game 60 | Country 4 | 1.1.60.4 | 1.0.60.4
Game 60 | Country 5 | 1.1.60.5 | 1.0.60.5
Game 60 | Country 6 | 1.1.60.6 | 1.0.60.6
Game 60 | Country 7 | 1.1.60.7 | 1.0.60.7
Game 60 | Country 8 | 1.1.60.8 | 1.0.60.8
Game 60 | Country 9 | 1.1.60.9 | 1.0.60.9
Game 60 | Country 10 | 1.1.60.10 | 1.0.60.10
Game 60 | Country 11 | 1.1.60.11 | 1.0.60.11
Game 60 | Country 12 | 1.1.60.12 | 1.0.60.12
Game 60 | Country 13 | 1.1.60.13 | 1.0.60.13
Game 61 | Country 1 | 1.1.61.1 | 1.0.61.1
Game 61 | Country 2 | 1.1.61.2 | 1.0.61.2
Game 61 | Country 3 | 1.1.61.3 | 1.0.61.3
Game 61 | Country 4 | 1.1.61.4 | 1.0.61.4
Game 61 | Country 5 | 1.1.61.5 | 1.0.61.5
Game 61 | Country 6 | 1.1.61.6 | 1.0.61.6
Game 61 | Country 7 | 1.1.61.7 | 1.0.61.7
Game 61 | Country 8 | 1.1.61.8 | 1.0.61.8
Game 61 | Country 9 | 1.1.61.9 | 1.0.61.9
Game 61 | Country 10 | 1.1.61.10 | 1.0.61.10
Game 61 | Country 11 | 1.1.61.11 | 1.0.61.11
Game 61 | Country 12 | 1.1.61.12 | 1.0.61.12
Game 61 | Country 13 | 1.1.61.13 | 1.0.61.13
Game 62 | Country 1 | 1.1.62.1 | 1.0.62.1
Game 62 | Country 2 | 1.1.62.2 | 1.0.62.2
Game 62 | Country 3 | 1.1.62.3 | 1.0.62.3
Game 62 | Country 4 | 1.1.62.4 | 1.0.62.4
Game 62 | Country 5 | 1.1.62.5 | 1.0.62.5
Game 62 | Country 6 | 1.1.62.6 | 1.0.62.6
Game 62 | Country 7 | 1.1.62.7 | 1.0.62.7
Game 62 | Country 8 | 1.1.62.8 | 1.0.62.8
Game 62 | Country 9 | 1.1.62.9 | 1.0.62.9
Game 62 | Country 10 | 1.1.62.10 | 1.0.62.10
Game 62 | Country 11 | 1.1.62.11 | 1.0.62.11
Game 62 | Country 12 | 1.1.62.12 | 1.0.62.12
Game 62 | Country 13 | 1.1.62.13 | 1.0.62.13
Game 63 | Country 1 | 1.1.63.1 | 1.0.63.1
Game 63 | Country 2 | 1.1.63.2 | 1.0.63.2
Game 63 | Country 3 | 1.1.63.3 | 1.0.63.3
Game 63 | Country 4 | 1.1.63.4 | 1.0.63.4
Game 63 | Country 5 | 1.1.63.5 | 1.0.63.5
Game 63 | Country 6 | 1.1.63.6 | 1.0.63.6
Game 63 | Country 7 | 1.1.63.7 | 1.0.63.7
Game 63 | Country 8 | 1.1.63.8 | 1.0.63.8
Game 63 | Country 9 | 1.1.63.9 | 1.0.63.9
Game 63 | Country 10 | 1.1.63.10 | 1.0.63.10
Game 63 | Country 11 | 1.1.63.11 | 1.0.63.11
Game 63 | Country 12 | 1.1.63.12 | 1.0.63.12
Game 63 | Country 13 | 1.1.63.13 | 1.0.63.13
Game 64 | Country 1 | 1.1.64.1 | 1.0.64.1
Game 64 | Country 2 | 1.1.64.2 | 1.0.64.2
Game 64 | Country 3 | 1.1.64.3 | 1.0.64.3
Game 64 | Country 4 | 1.1.64.4 | 1.0.64.4
Game 64 | Country 5 | 1.1.64.5 | 1.0.64.5
Game 64 | Country 6 | 1.1.64.6 | 1.0.64.6
Game 64 | Country 7 | 1.1.64.7 | 1.0.64.7
Game 64 | Country 8 | 1.1.64.8 | 1.0.64.8
Game 64 | Country 9 | 1.1.64.9 | 1.0.64.9
Game 64 | Country 10 | 1.1.64.10 | 1.0.64.10
Game 64 | Country 11 | 1.1.64.11 | 1.0.64.11
Game 64 | Country 12 | 1.1.64.12 | 1.0.64.12
Game 64 | Country 13 | 1.1.64.13 | 1.0.64.13
Game 65 | Country 1 | 1.1.65.1 | 1.0.65.1
Game 65 | Country 2 | 1.1.65.2 | 1.0.65.2
Game 65 | Country 3 | 1.1.65.3 | 1.0.65.3
Game 65 | Country 4 | 1.1.65.4 | 1.0.65.4
Game 65 | Country 5 | 1.1.65.5 | 1.0.65.5
Game 65 | Country 6 | 1.1.65.6 | 1.0.65.6
Game 65 | Country 7 | 1.1.65.7 | 1.0.65.7
Game 65 | Country 8 | 1.1.65.8 | 1.0.65.8
Game 65 | Country 9 | 1.1.65.9 | 1.0.65.9
Game 65 | Country 10 | 1.1.65.10 | 1.0.65.10
Game 65 | Country 11 | 1.1.65.11 | 1.0.65.11
Game 65 | Country 12 | 1.1.65.12 | 1.0.65.12
Game 65 | Country 13 | 1.1.65.13 | 1.0.65.13
Game 66 | Country 1 | 1.1.66.1 | 1.0.66.1
Game 66 | Country 2 | 1.1.66.2 | 1.0.66.2
Game 66 | Country 3 | 1.1.66.3 | 1.0.66.3
Game 66 | Country 4 | 1.1.66.4 | 1.0.66.4
Game 66 | Country 5 | 1.1.66.5 | 1.0.66.5
Game 66 | Country 6 | 1.1.66.6 | 1.0.66.6
Game 66 | Country 7 | 1.1.66.7 | 1.0.66.7
Game 66 | Country 8 | 1.1.66.8 | 1.0.66.8
Game 66 | Country 9 | 1.1.66.9 | 1.0.66.9
Game 66 | Country 10 | 1.1.66.10 | 1.0.66.10
Game 66 | Country 11 | 1.1.66.11 | 1.0.66.11
Game 66 | Country 12 | 1.1.66.12 | 1.0.66.12
Game 66 | Country 13 | 1.1.66.13 | 1.0.66.13
Game 67 | Country 1 | 1.1.67.1 | 1.0.67.1
Game 67 | Country 2 | 1.1.67.2 | 1.0.67.2
Game 67 | Country 3 | 1.1.67.3 | 1.0.67.3
Game 67 | Country 4 | 1.1.67.4 | 1.0.67.4
Game 67 | Country 5 | 1.1.67.5 | 1.0.67.5
Game 67 | Country 6 | 1.1.67.6 | 1.0.67.6
Game 67 | Country 7 | 1.1.67.7 | 1.0.67.7
Game 67 | Country 8 | 1.1.67.8 | 1.0.67.8
Game 67 | Country 9 | 1.1.67.9 | 1.0.67.9
Game 67 | Country 10 | 1.1.67.10 | 1.0.67.10
Game 67 | Country 11 | 1.1.67.11 | 1.0.67.11
Game 67 | Country 12 | 1.1.67.12 | 1.0.67.12
Game 67 | Country 13 | 1.1.67.13 | 1.0.67.13
Game 68 | Country 1 | 1.1.68.1 | 1.0.68.1
Game 68 | Country 2 | 1.1.68.2 | 1.0.68.2
Game 68 | Country 3 | 1.1.68.3 | 1.0.68.3
Game 68 | Country 4 | 1.1.68.4 | 1.0.68.4
Game 68 | Country 5 | 1.1.68.5 | 1.0.68.5
Game 68 | Country 6 | 1.1.68.6 | 1.0.68.6
Game 68 | Country 7 | 1.1.68.7 | 1.0.68.7
Game 68 | Country 8 | 1.1.68.8 | 1.0.68.8
Game 68 | Country 9 | 1.1.68.9 | 1.0.68.9
Game 68 | Country 10 | 1.1.68.10 | 1.0.68.10
Game 68 | Country 11 | 1.1.68.11 | 1.0.68.11
Game 68 | Country 12 | 1.1.68.12 | 1.0.68.12
Game 68 | Country 13 | 1.1.68.13 | 1.0.68.13
Game 69 | Country 1 | 1.1.69.1 | 1.0.69.1
Game 69 | Country 2 | 1.1.69.2 | 1.0.69.2
Game 69 | Country 3 | 1.1.69.3 | 1.0.69.3
Game 69 | Country 4 | 1.1.69.4 | 1.0.69.4
Game 69 | Country 5 | 1.1.69.5 | 1.0.69.5
Game 69 | Country 6 | 1.1.69.6 | 1.0.69.6
Game 69 | Country 7 | 1.1.69.7 | 1.0.69.7
Game 69 | Country 8 | 1.1.69.8 | 1.0.69.8
Game 69 | Country 9 | 1.1.69.9 | 1.0.69.9
Game 69 | Country 10 | 1.1.69.10 | 1.0.69.10
Game 69 | Country 11 | 1.1.69.11 | 1.0.69.11
Game 69 | Country 12 | 1.1.69.12 | 1.0.69.12
Game 69 | Country 13 | 1.1.69.13 | 1.0.69.13
Game 70 | Country 1 | 1.1.70.1 | 1.0.70.1
Game 70 | Country 2 | 1.1.70.2 | 1.0.70.2
Game 70 | Country 3 | 1.1.70.3 | 1.0.70.3
